tkt	xoahetsonica	KAkasq	90	0	2023-01-19 14:41:24	2023-02-19 19:55:41	2697257	128	20230119	5000	800000	0	450000	0	 Minh Giáo	 Kiếm Minh	500	500	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	masigudo	JxTumGame	91	0	2023-01-20 14:57:06	2023-02-21 13:44:10	2760424	19067	20230114	509700	2698205	2000	2080460	0	Đoàn Thị	 Khí Đoàn	270	8870	0	120	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	baoanhq	JICHANWOO	90	0	2023-01-23 20:04:49	2023-02-23 23:42:26	2691457	47760	20230116	53900	3906265	100000	2750570	0	 Minh Giáo	 Kiếm Minh	2940	440	0	120	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	baoanhr	JICHANWOOOK	90	0	2023-01-17 05:31:53	2023-02-23 23:42:30	3262237	18407	20230117	5000	800000	0	450000	0	 Ngũ Độc	 Đao Độc	500	500	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	baoanht	JICHANWOOOOK	90	0	2023-01-18 00:01:30	2023-02-23 23:42:34	3195664	941	20230117	5000	800000	10000	850020	0	 Thiên Nhẫn	 Ma Nhẫn	23000	23000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	baoanhy	JICHANWOKKK	90	0	2023-01-18 00:01:31	2023-02-23 23:42:36	3195665	450	20230117	5000	500000	0	590020	0	 Thiên Nhẫn	 Ma Nhẫn	23000	23000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	chedo2	bbbbbbbbbbbbbbb	90	0	2023-01-22 11:21:15	2023-02-24 23:47:01	2895946	11395	20230118	4500	1699970	9000	250250	0	 Thúy Yên	 Kiếm Thúy	10500	8000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	240	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	vietanhn	PhúLê	91	0	2023-01-15 18:30:21	2023-02-26 23:53:02	3648161	21985	20230115	5000	3971307	0	1271750	0	Đoàn Thị	 Khí Đoàn	500	500	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	77	3	0	1	0	1	0	1	0	1	0	1	0	1
tkt	vietanha	TuyềnMốc	90	0	2023-01-15 18:30:22	2023-02-26 23:57:28	3648426	21790	20230115	5000	3962007	0	1271950	0	 Võ Đang	 Khí Võ	500	500	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	168	3	0	1	0	1	0	1	0	1	0	1	0	1
tkt	mkclub1	lMkClub	92	0	2023-01-24 16:20:09	2023-02-28 16:04:15	3023046	27044	20230119	3250	12229271	17000	3001920	0	 Minh Giáo	 Kiếm Minh	5425	2925	0	140	3	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	suonggggg	EcxChua	91	0	2023-01-17 23:49:41	2023-03-03 19:24:13	3872072	16929	20230117	4400	6096794	400	5292550	0	 Thiên Nhẫn	 Ma Nhẫn	440	440	0	140	2	0	1	0	1	0	1	130	1	0	1	0	1	0	1	40	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	ngoctuhp2	ThúyTiênTử	100	0	2023-02-01 22:43:08	2023-03-07 10:48:42	2894734	94312	20230124	766207	26131178	109214	253150	0	Đoàn Thị	 Khí Đoàn	75	23595	0	0	1	725	1	300	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	900	2	312	4	0	1	0	1	0	1	0	1	0	1	0	1
tkt	ngoctuhp1	ĐaoThiếuLâm	100	0	2023-02-01 22:43:11	2023-03-07 11:23:46	2896835	66197	20230124	82500	35596852	9767	4041690	0	 Thiếu Lâm	 Côn Thiếu	1250	3650	0	0	1	340	1	240	1	0	1	840	1	0	1	0	1	0	1	70	1	0	1	0	1	251	4	0	1	0	1	0	1	0	1	0	1	0	1
tkt	anhlaps	rsdgdfgdf	92	0	2023-01-20 08:04:08	2023-03-07 17:19:35	4007727	19440	20230115	4600	3717158	1000	6040200	0	 Đường Môn	 Tụ Tiễn	7960	460	0	78	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	dangcuineb	AxitLoãng	97	0	2023-01-31 14:27:40	2023-03-08 21:06:20	3134320	249726	20230114	87133	19692131	8268	13987680	0	 Minh Giáo	 Kiếm Minh	17575	7655	0	548	5	600	1	120	1	0	1	1250	1	0	1	0	1	0	1	240	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	khanhphuuu	SDGSWW	100	0	2023-02-08 21:12:42	2023-03-12 15:21:54	2743752	58	20230208	5000	14300000	0	6150000	0	 Minh Giáo	 Minh Giáo	500	500	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
tkt	khanhphuu	sdfsdvvs	104	0	2023-02-09 21:40:34	2023-03-12 15:21:56	2655682	1494	20230208	5000	40046031	0	580000	0	 Minh Giáo	 Kiếm Minh	500	500	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
