nadev	kiemthest10	AdminGame2	150	0	2023-07-30 20:31:20	2023-08-30 17:43:55	2668355	1058	20230730	0	0	0	0	0	Chưa	Chưa	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	vuhasoo	BeoCaca	150	0	2023-07-15 23:08:03	2023-11-22 09:14:09	11181966	22775	20230713	3479600	24664452	11105000	994000	0	 Côn Lôn	 Đao Côn	1745120	664510	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	kiemthest2	AdminGame	200	0	2023-12-01 09:54:24	2024-02-27 20:43:35	7642151	1066059	20230713	12640399	313725	955000	40050	0	 Thiên Nhẫn	 Ma Nhẫn	0	0	158	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	phamtai	NFxKriss	190	0	2024-02-02 21:10:37	2024-03-05 10:00:16	2724579	278219	20240121	41352000	14791755	1913000	2580040	0	 Võ Đang	 Khí Võ	0	0	242	0	1	0	1	0	1	0	1	520	2	0	1	0	1	0	1	350	2	0	1	14	1	0	1	10	3	0	1	0	1	0	1	0	1	0	1
nadev	buithohk	MìTômThanhLong	195	0	2024-03-04 18:21:31	2024-04-20 09:36:45	4029314	1772514	20231202	354062659	127233903	3730000	6770120	0	 Võ Đang	 Kiếm Võ	0	0	719	0	1	0	1	0	1	0	1	6020	3	0	1	0	1	0	1	50	7	0	1	45	1	0	1	-1	4	-1	4	-1	4	-1	4	-1	4	0	1
nadev	testskill	HàmVân	180	0	2024-02-17 20:57:59	2024-07-30 09:07:33	14126974	889	20240217	0	0	0	0	0	 Thúy Yên	 Thúy Yên	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	kiemthest2	AdminGame	192	0	2024-07-26 08:25:48	2024-12-31 09:28:18	13654950	6433886	20231024	84144	502340	1995000	0	0	 Thúy Yên	 Kiếm Thúy	0	0	181	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	hnk5	CsriptItem	180	0	2025-01-03 11:03:13	2025-02-06 10:08:31	2934318	2946	20250103	0	0	0	0	0	Chưa	Chưa	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	test1	TiểuLinhLung	180	0	2025-01-10 21:28:56	2025-02-18 16:48:11	3352755	28270	20250109	46575	60750	0	42525	0	 Thiếu Lâm	 Thiếu Lâm	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
nadev	satthan2	Krulll	200	0	2024-07-25 22:02:15	2025-02-24 17:58:11	18474956	5686876	20231104	1001720066	1713986299	22515721	12014130	0	 Minh Giáo	 Kiếm Minh	1200	1200	2642	0	1	600	1	0	1	0	1	12480	4	0	1	0	1	0	1	400	4	0	1	190	1	9	1	-1	4	-1	4	-1	4	-1	4	-1	4	0	1
nadev	satthan1	Skulll	200	0	2024-08-29 20:43:25	2025-02-24 17:59:58	15455793	7316818	20231029	1641223537	1754281977	20690180	20344565	0	 Thiên Nhẫn	 Ma Nhẫn	1034420	68486747	4611	0	1	2570	1	354	1	0	1	9680	5	0	1	0	1	0	1	2150	5	0	1	360	1	68	1	-1	4	-1	4	-1	4	-1	4	-1	4	0	1
